idx	C3L-01663	C3N-03486	C3L-02665	C3L-02163	C3N-03875	C3N-01846	C3N-02375	C3L-02619	C3L-02649	C3N-02339	C3N-02252	C3N-02285	C3N-02288	C3L-02963	C3L-02627	C3L-00568	C3L-02349	C3L-04071	C3N-01893	C3L-00081	C3N-01194	C3L-03961	C3N-01025	C3L-00927	C3L-04391	C3L-00415	C3L-02170	C3N-02300	C3N-03662	C3L-02951	C3N-01028	C3L-02130	C3N-03092	C3N-03424	C3N-04155	C3L-02969	C3L-02127	C3L-02650	C3L-00603	C3L-02625	C3L-01606	C3N-02425	C3N-01892	C3N-03441	C3L-03963	C3L-04014	C3L-00923	C3N-03072	C3L-01285	C3L-02660	C3N-00555	C3L-01000	C3L-02891	C3N-03093	C3N-02374	C3N-03051	C3N-03886	C3N-02675	C3L-04013	C3N-03425	C3L-01838	C3L-03965	C3L-03272	C3L-00993	C3L-00904	C3N-02434	C3L-02669	C3L-00965	C3N-02283	C3L-03678	C3L-02968	C3N-00247	C3L-02164	C3L-02552	C3N-03880	C3N-02435	C3N-03076	C3L-02646	C3N-02523	C3L-02964	C3L-03962	C3L-02629	C3L-02168	C3N-02289	C3N-02426	C3N-02494	C3N-03848	C3L-02546	C3N-00211	C3N-01017	C3N-03204	C3N-00221	C3N-03882	C3N-03851	C3N-02284	C3L-00445	C3L-01455	C3N-04124	C3N-04162	C3L-03961	C3L-01884	C3L-02358	C3N-01411	C3N-01020	C3N-00497	C3N-04127	C3L-02648	C3N-03877
hsa-miR-4699-5p	0.514	0	0	0	0	0	0	0	1.3732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3148	0	0	0	0	0	0.3922	0	0	0	0.3929	0	0	0	0	0	0	0	0	0	0.1057	0	0.2321	0.34	0	0	0	0	0	0	0.6937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1517	0	0	0	0	0	0	0	0	0	0.1992	0
hsa-miR-4700-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4700-5p	0	0	0	0	0	0	0.6287	0	0.2129	0	0.3814	0.3274	0	0	0.1871	0	0	0	0	0	0	0	0	0	0	0	0.1295	0	0	0.2168	0	0	0	0	0	0	0.8203	0	0	0	0	0	0	0	0	0	0	0	0	0.3373	0.4709	0	0.2094	0.3443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4377	0	0	0	0	0	0	0	0	0	0.1483	0.148	0	0	0	0	0	0	0	0.2776	0	0	0	0	0	0	0.1509	0.2889	0	0	0	0.2395	0	0	0.1761	0	0	0	0
hsa-miR-4701-3p	0	0	0	0	0.1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4701-5p	0	0	0	0	0	0	0	0.888	0	0.6369	0	0	0	0	0.1871	0	0	0	0	0	0.2609	0	0	0	0	0	0.6449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1214	0	0.4166	0	0	1.0336	0.6047	0.5553	0	0	0	0	0	0	0	0.4387	0	0.1057	0	0	0	0	0	0	0	0	0.5968	0	0	0	0	0.2822	0	0	0	0.1317	0	0	0	0.3987	0	0	0	0	0.3188	0.523	0	0.1517	0	0	0.3169	0	0.102	0	0	0	0	0	0.3368
hsa-miR-4703-3p	0	0	0	0	0.1368	0	0	0	0	0	0	0	0	1.2191	0	0	0.1836	0.1961	0.5272	0	0	0	0	0	0	0	0.2484	0	0.3609	0.2168	0	0.1697	0.1641	0.1657	0	0	0	0.1368	0	0	0	0	0	0.5977	0	0.5273	0	0	0	0	0	0.1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4377	0.1723	0	0.1411	0	0	0	0	0.2643	0	0	0.2822	0	0	0	0.4672	0	0.3361	0	0	0	0	0	0	0	0	0.2876	0.1517	0.3832	0	0.9873	0	0.102	0	0	0	0.3316	0	0
hsa-miR-4703-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4704-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4704-5p	0	0	0	0	0	0	0	0	1.3732	0	0	0	0	0	0	0	0	0.1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6616	0	0	0	0	0	1.1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2354	0	0	0	0	0	0	0	0	0	0	2.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4705	1.0496	0.5941	0.6085	1.5222	0.2618	0	4.2497	0.888	1.8257	0	0.5891	0.2263	1.0336	1.2921	0.6359	1.3914	2.6222	1.0136	0.4361	0.6257	0.6732	1.6119	1.2788	0	0.1274	1.1822	1.0239	0	1.358	0.2168	0.9488	0.9989	0.3115	1.0673	1.2185	0.9326	0.1733	0.4832	0.3888	0.5945	0	2.0054	0.8274	3.1835	1.5316	2.957	0.5731	0	6.3137	3.1684	0	1.0813	0.8327	0.443	1.3622	1.2821	0.3929	0.9094	0	0	0.7096	2.6938	0.5531	1.2178	0.6712	4.4684	0.3831	1.7831	3.4293	0.4377	1.0105	0.508	1.5105	0.3351	0.7419	1.1346	0.7998	2.5423	0.2192	0.5192	0.148	1.992	2.5111	1.0723	0.7391	1.2938	0.9396	1.0724	0.0501	3.4755	3.5572	0.7352	0	0	0.2851	1.6302	1.5827	0	1.44	0.1671	0.2395	0.1973	2.0696	0.1761	0	0	0.5303	0.839
hsa-miR-4706	0	0	0	0	0	0	0	0	0	0	0	0.2263	0	0	0	0	0	0	0	0	0	0	0	0.8584	0	2.5522	0	0	0	0	0	0.3215	0	0.1657	0	0	0	0	0	0.369	0	0	0	0	0.1959	0	0	0	0	0	0	0.7395	0	0.3443	0.6075	0.1765	0	0	0	0	0	0	0	0	0	0	0	0	0.2321	0	0.1723	0.3577	0	0	0	1.2427	0	0	0	0.5192	0	0	0	0	0	0	0.1778	0.1094	0	0	0	0	0	0.5797	0.523	0	0.1517	0	0	0	0	0	0.8897	0.4746	0	0.1753	0	0
hsa-miR-4707-3p	0.6182	1.1302	0	0	0.8447	0.7789	0.9338	1.7085	0.9666	1.1511	1.0769	0.2263	2.0502	1.5518	2.404	0	0	0.9057	0.6939	1.0607	0	1.0993	0	1.8763	0.2444	0.8845	0.5556	0	0	1.0945	0	0	0.5675	0.981	1.4464	0	1.0151	0.3767	0	0.7895	2.0545	0	0.4135	2.0732	0.9052	0.1979	1.15	0	2.364	0	0	1.4189	0.954	0.5353	2.1669	0	2.2497	1.251	1.2546	1.7773	0	0.6703	0	3.2323	0.5596	2.1139	0.7522	1.3615	0	0.1225	2.5409	0.8829	0	0	0	1.6086	0	0.6809	1.6476	1.2676	2.3209	1.2081	0.7851	0.2261	1.4938	0.9766	1.1246	0.6336	0.5803	0	0	1.0757	0	1.7961	0.906	1.6302	0.2889	0	0	1.074	3.0397	0.7307	0.8897	1.2007	0	0.6011	0	0.6097
hsa-miR-4707-5p	0.514	1.3383	0	0	1.3175	0	0.6287	0.648	0.3985	0	0	0	0.4779	0	0.5012	0	0	0	0.2345	1.2036	0	0.4252	0	1.9648	0	1.3108	0	0	0	0.572	0	0	0	0.3144	1.1338	0	0.328	0	0	0.1015	0.3246	0	0.4135	1.0191	0.5225	0.1979	0.5731	0	2.8919	0	0	0.6397	0	0.2384	1.0336	0	0.5553	0	0	0.7602	0	0	0	1.8686	0.3068	0.5843	0.2965	1.0331	0	0	1.3345	0.3577	0	0	0	0.8906	0	0.1382	0.728	0.1483	0.7208	0	0	0.1175	0.2524	0.7183	0	0.3952	0.0501	0	0	0.5292	0	1.0791	1.5145	0.9947	0	0	0	0.6907	2.025	0.2867	0	0	1.7029	0.719	0.1992	0.839
hsa-miR-4708-3p	0	0.4219	0	0	0.5825	0	0.448	0	0.2129	0	0	0	0.8362	0	0	0.3009	0.3464	0	0	0.7238	0	0	0	0	0.1274	0	0.1295	0.1347	0	0	0	0.4589	0	0.1657	0.1798	0	0	0	0.8678	0.369	0	0.5167	0.2884	0.4699	0	0.1979	0.5731	0	1.1403	0	0.2546	0.1526	0	0	0	0.3338	0.2098	0	0	0	0	0	0.4334	0.5281	0	0.7362	0	0.4317	0.4319	1.0449	0	0	0.2696	0	0.2242	0	0.168	0.2643	0	0.2828	0.7208	0.3083	0	0	0.3638	0.2157	0	0.4791	0	0.5909	0	0	0	0	0.1496	0	1.4129	0.3832	0	0.1671	0.2395	0	0.2788	0	0.8641	0.4726	0.3742	0.3368
hsa-miR-4708-5p	0	0	0	0	0	0	0	0	0	0	0.1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1509	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-3p	0.1467	0.8869	0	0.3918	0	0	0.2413	0.1913	0	0.2892	0.489	0.4218	0	0	0.1871	0.3009	0.6256	0.1961	0.6939	0	0	1.3782	0.3077	0.7629	0	0	0.5556	0.753	0.3609	0.7214	0	0.6996	1.4258	0.4491	0	0.7882	0.7121	0.4832	0.1416	0	0	0.8964	0	0.8237	0	0.9126	1.3701	0	0	0.7676	0.2546	0.2906	0	0	0	1.2027	0.2098	0.5867	0	0.4296	0	0	0.4334	0.2881	0.1615	0	0.2965	0.9046	0	0.8459	0.1723	0	0.1411	0.3351	0	0.7512	0.168	0.1382	0	0.5192	0.623	0.1624	0	0.7473	0.5636	0.5694	0.3361	0.2111	0.3594	0.3255	0	1.0757	0	0	1.0651	0	0.9983	0	0	0.7965	0.4448	0.102	1.0468	0.3331	0	0	0	0
hsa-miR-4709-5p	0.2798	0.2263	0.2325	0.5019	0.7625	0.2375	0.2413	0.1913	0	0	0.489	0.4218	0.1775	0	0.3527	0	1.0605	0.1961	0.6939	0	0	0.6519	1.2788	0.5505	0.3526	0	0.7291	0.6667	0.1917	0.9805	0.9488	0	1.2174	1.0673	0	1.0638	0.328	0.1368	0.3888	0.5945	0	0	0.1514	1.1911	0.7886	0.1979	1.3701	0	0	0.3373	0.8254	0.7395	0.5545	0.6221	0.9051	0.8327	0.3929	0.4609	0	0.1578	0.8853	0.5296	0.8621	0	0.3068	0.5843	0	0.7635	0	1.1638	0.4652	0	1.0196	0.4314	0.5891	0.2275	0.6937	0.2643	0.2192	0.1483	0.5181	0.3083	0.7851	0.1175	0.4672	0.5694	0.6084	0.7732	0.4369	1.7127	0	0	0.2443	0	0.6287	0.5272	0.4142	0	0.6987	0.9873	0	0.5257	0	0	0	1.0241	0.6711	0.1782
hsa-miR-4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1798	0	0	0	0	0	0	0.1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1496	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4711-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4711-5p	0	0	0	0	0	0	0	0	0	0.4146	0	0	0	0	0	0	0	0	0.4361	0	0.9935	0	0	0	0	0	0	0	0	0.2168	0	0	0	0	0	0	0	0	0	0.1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1057	0	0	0	0	0	0.1411	0	0	0	0	0	0	0	0	0	0.1642	0	0	0.4034	0	0	0.0501	0	0	0	0	0	0	0.4124	0	0	0	0	0.9282	0	0	0	0	0	0	0
hsa-miR-4712-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3077	0	0	0	0	0	0	0	0	0.3215	0	0	0.1798	0	0	0	0	0	0	0	0	0.1742	0.1959	0	0	0	0	0	0	0	0	0.1241	0	0	0	0	0	0	0	0	0	0	0	0	0.2042	0	0	0.6962	0.3261	0.6441	0.1411	0.2318	0	0	0	0	0	0	0.148	0	0	0	0	0	0	0	0.4369	0.3255	0	0	0	0	0.4089	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4817	0	0	0	0	0	0	0	0	0	0	0	0.1641	0	0	0	0	0.1368	0	0	0.1714	0	0	0	0	0	0	0	0	0.1214	0.2546	0.4166	0	0	0	0.3338	0	0	0	0	0	0.3737	0	0	0	0	0.2965	0	0	0	0	0	0	0	0	0	0	0	0.2192	0	0	0	0	0	0	0	0	0.1094	0.0501	0.815	0	0	0	0	0	0	0	0.2043	0.2088	0.4525	0	0	0	0	0	0	0	0
hsa-miR-4713-3p	0	0	0	0	0	0.2375	0	0.1913	0	0	0	0.5105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6184	0	0.659	0	0	0	0	0	0	0	0	0	0	0	0	0.9138	0	0	0.1057	0	0.4319	0	0.7085	0	0	0	0	0	0	0	0	0	0.148	0	0	0	0.1317	0	0	0	0	0	0	0	0	0	0	0	0.1517	0	0	0	0	0.2867	0	0	0	0	0	0
hsa-miR-4713-5p	0.514	1.238	1.6317	2.0788	0.7625	2.1375	1.2966	0.648	1.1842	0	1.0769	2.76	2.0038	2.4186	1.0758	3.8059	1.7255	0.1961	2.0622	2.8889	1.1304	0.4252	1.4137	2.3406	1.0109	2.8348	0.6449	1.8653	1.358	1.3906	1.0602	2.3906	0	0	0.9478	1.4943	0	0.4832	3.5386	0.7274	1.9167	0.6547	1.4701	1.1911	0.7886	0.7952	0.5731	1.6742	4.1801	0	2.1616	0	0.5545	0	1.988	0.9345	0.2098	1.1729	0	2.4312	0.5095	0.9161	0.9519	3.693	0.1615	3.7351	0.8159	0.4317	1.5458	1.8357	0.4652	0	0.1411	2.2733	1.3293	0.5968	1.4483	0.9296	0.8643	2.8204	2.5511	0	2.1292	0.1175	0.9679	0.2157	0.9396	2.0535	0.2349	2.5997	1.9198	1.0757	1.1965	0	1.5145	1.6302	1.6857	1.1485	0.5531	0.1671	1.7431	2.7475	0.5124	1.4266	2.9949	0.4726	2.0901	1.0369
hsa-miR-4714-3p	0.6182	0	0	0	0	0	0.2413	0	0.9666	0.4146	0	0.9516	0	0	0	0	0	0.3686	0	0	0	0.1561	0.5612	2.1649	0.4533	0	0	0.258	0.1917	0	0.2079	0	0.3115	0.7911	0	0	0	0.1368	0.6948	0	0	0.3642	0	0.4699	0	0	0.6867	0.4492	0	0.8402	0	0.5324	0	0	0.4319	0	0.8339	0	0.1362	0.5484	0.398	0	0.1594	0	0	0	0.2042	0.2319	1.1516	0	0	0.1899	0	0	0	0	0.3184	0.1382	0.2192	0.1483	0.148	0	0	0.2261	0.1317	0.4034	0.4787	0	0.2349	0	0	0	0.2443	0	0	0.9125	0.6362	0	0	0.3169	0.9282	0.1973	0	0	0.4958	0.3316	0	0
hsa-miR-4714-5p	0	0	0	0	0	0	0.2413	0	0	0.1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3296	0	0	0	0	0	0	0	0	0	0.1241	0	0.1765	0	0	0.2606	0	0.1452	0	0	0	0	0	0	0.2319	0	0	0	0	0	0	0	0	0	0	0.4095	0	0	0	0	0	0	0.4034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4715-3p	0	0	0.6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1225	0	0	0	0	0	0	0	0	0	0	0	0.1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4715-5p	0	0	0	0	0	0.62	0	0	0.2129	0	0	0.1176	0	0	0	0	0	0	0	0.2836	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3144	0	0	0.7121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2771	0	0	0	0	0	0	0	0	0	0	0	0	0.3351	0.2242	0	0	0	0	0	0.623	0	0.1642	0	0.1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4716-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3888	0	0	0	0.2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4296	0	0	0.1594	0	0	0	0	0	0.2321	0	0.592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4716-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3526	0	0	0	0	0	0	0.1697	0	0	0	0	0	0	0	0	0	0.5167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4717-3p	0.2798	0	0	0	0	0	0.448	0.1913	0.2129	0	0.2651	0	0.3355	0	0.1871	0	0	0	0.122	0.8157	0	0.2969	0	0	0	0	0.1295	0.4767	0	0	0	0	0.1641	0.5723	0	0.2409	0.328	0	0.6948	0	0	0	0	0.3296	0	0	0	0.7912	0	0.5251	0.4709	0.1526	0.2094	0	0.4319	0	0	0	0	1.1838	0.2771	0.1989	0.7663	0	0	0	0.1057	1.0331	0	0	0	0.1899	0.4966	0.3351	0	0.2275	0	0.2643	0	0.1483	0	0	0	0	0.3638	0	0	0	0	0	0	0	0.4532	0.4551	0	0	0	0.2043	0.2088	0	0.2395	0	0.2788	0	1.609	0	0.1992	0.1782
hsa-miR-4717-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1347	0.1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1753	0.1992	0
hsa-miR-4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1295	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8862	0.6962	0	0	0	0	0	0.2275	0	0	0	0	0	0	0	0.1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3331	0	0	0	0
hsa-miR-4720-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4720-5p	0	0	0	0	0.1368	0	0	0	0	0	0	0	0	0	0.1871	0	0	0.789	0	0	0	0	0	1.0323	0	0	0	0	0	0	0	0	0	0.1657	0	0	0.328	0	0	0	0	0	0	0.3296	0	0	0	0	0	0	0.2546	0	0	0.3443	0.4319	0	0	0	0	0.4296	0	0	0	0	0	0	0	0	0	0.2354	0.1723	0	0.2696	0	0	0.4239	0	0.1382	0.2192	0	0	0.3083	0	0	0	0	0	0	0	0	0	0	0.9432	0	0	0.4124	0	0.5423	0	0	0	0	0	0.3331	0	0.4726	0	0.3368
hsa-miR-4721	0	0	0	0	0.1368	0	0	0.1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4377	0	0	0	0	0.2242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4722-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4722-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4723-3p	0	0	0.4327	0	0	0	0	0	0	0	0	0.594	0.3355	0	0.6359	0.3009	0.3464	0	0.4361	0	0	0.2969	0	0.3013	0.2444	0	0	0.3715	0	0	0	0.3215	0	0	0	0.4473	0.4677	0	0.2705	0.1962	1.1773	0	0.4135	0.3296	0.6616	0	0	0	0	0.1214	0	0.4166	1.1697	0.2384	0.6075	0	0	0	0.3752	0	0	0	0	0	0	0.4145	0.1057	0.4317	0	0	0	1.1803	0	0.1205	0.2242	0.2275	0	0	0.4095	0	0.8985	0.1624	0	0	0.1317	0	0.1778	0.1094	0	0	0	0	0	0	0.1496	0	0	0	0	0	0.4448	0.2867	0	0	0	0	0	0
hsa-miR-4723-5p	0	0.4219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1961	0	0.5204	0.2609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4473	0	0	0	0	0	0	0	0	0	0	0	0	0.1812	0.1214	0	0.9205	0.2094	0.1241	0	0	0.3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2851	0	0.1517	0	0	0	0	0	0	0	0	0.1753	0	0
hsa-miR-4724-3p	0	0.7479	0	0.1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5228	0	0	0	0	0	0.4313	0	0	0	0	0	0	0.3897	0	0.1641	0	0	0	0	0	0	0	0	0	0	0	0.1959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2211	0	0	0	0	0.2876	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4724-5p	0	0.4219	0	0	0	0	0	0	0	0	0	0.7478	0	0	0.1871	0	0.3464	0.789	0.2345	0	0.9935	0.1561	0	0.5505	0	0	0.4603	0.258	0	0.2168	0	0.4589	0.6802	0.1657	0	0	0.7121	0.1368	0	0	1.0067	0.7806	0	0.3296	0.1959	0.372	0.4497	0	0	0.6912	0.4709	0.1526	0.5545	0.7039	0	0.1765	0	0	0	0	0	0.5296	0.1594	0.2881	0.5596	0	0.2042	0	0	0	0.1723	1.5003	0.1411	0	0.2242	0	0	0.1382	0.4095	0.8139	0.148	0.3083	0	0.1175	0	0	0.3361	0	0.8866	0	0	0.2887	0	0	0	0	0.5295	0.2043	0.2088	0.3169	0	0	0	0	0.4958	0.3316	0.5303	0
hsa-miR-4725-3p	0	0	0	0	0.2618	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4361	0.6257	0	0	0.3077	1.112	0	0	0	0.1347	0	0	0.2079	0	0.3115	0	0	0	0	0.1368	0.2705	0	0	0	0	0	0	0	0.5731	0	0	0	0.4709	0	0	0.1241	0	0	0	0	0	0	0	0	0.1594	0	0	0	0	0.2319	0	0	0	0	0.1411	0.4314	0	0	0.168	0	0	0.1483	0	0	0	0	0	0	0	0	0.3987	0	0	0	0.6357	0	0.2851	0	0	0	0	0	0	0	0	0	0.4958	0	0	0
