idx	C3N-03848	C3L-03272	C3N-02494	C3L-00568	C3L-02625	C3L-00923	C3N-03204	C3N-03093	C3L-01455	C3N-01017	C3L-02627	C3N-03441	C3L-02660	C3L-02963	C3N-02339	C3N-03425	C3L-02650	C3L-02546	C3N-03875	C3N-04162	C3N-02374	C3L-02168	C3N-03877	C3L-01884	C3N-04127	C3N-02435	C3L-02969	C3N-00497	C3L-03962	C3N-04124	C3N-02252	C3N-01846	C3L-02163	C3N-02675	C3L-02964	C3N-02375	C3L-02127	C3L-04013	C3L-02665	C3L-00993	C3N-03882	C3N-00221	C3N-02425	C3L-03963	C3L-04071	C3N-00555	C3L-01000	C3L-02358	C3L-00603	C3L-02130	C3L-02669	C3N-03092	C3N-02575	C3L-02619	C3N-03851	C3L-02552	C3L-02164	C3N-01411	C3N-03486	C3N-02426	C3L-02648	C3L-02349	C3N-02434	C3L-03965	C3L-00904	C3N-03076	C3L-04014	C3N-02523	C3L-02649	C3L-00415	C3N-01020	C3N-01025	C3N-03424	C3L-03961	C3N-01028	C3L-00445	C3L-01285	C3L-02968	C3L-02891	C3N-03880	C3N-02289	C3L-04391	C3L-00927	C3L-01606	C3L-02951	C3L-01663	C3L-00081	C3N-02288	C3N-03051	C3N-01194	C3N-01892	C3N-02285	C3N-01893	C3L-02629
hsa-miR-3910	0.3353	0.423	0.5633	0.2322	0.1652	0.2232	0.302	0.1341	0.3843	0.498	0.2916	0.3132	0.3596	1.1888	0.3102	0.1313	0.9353	0.1096	0.5134	0.3617	0	0.2012	1.0758	0.1874	0.3076	0.1644	0.8056	0.1195	0.3533	0.2771	0.1454	0.6625	0.2028	0.3462	1.2998	0.3692	0.5315	0	0	1.2095	0	0.3183	0.1669	0.8562	0.6397	0	0.3813	0.2361	0	0.2254	0.3464	0.1663	0.8076	1.2727	1.1015	0.5713	0.831	0.2875	0	0.3871	0	0.1433	0.1544	0.1392	0	0.5602	0.2266	0.2872	0.3626	1.0339	0.4593	0.4414	0.3227	0.3272	0	0	0	0.2602	0	0.583	0.5698	0	0.38	0.2284	0.6568	0.2627	0.6609	0.2546	0.8896	0	0.5981	0.6423	0.621	1.2826
hsa-miR-3911	0	0	0	0.1208	0	0.1159	0	0.1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292	0	0	0	0.1141	0	0	0	0	0	0	0.2552	0	0.1249	0	0	0	0	0	0	0	0	0	0	0.1433	0	0	0.1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	0	0	0	0	0.1187	0.0896	0	0	0	0	0	0	0	0	0
hsa-miR-3912-3p	2.6093	2.2122	2.3795	1.9565	2.0964	1.4629	2.051	0.9082	2.4534	1.7382	2.6211	2.2132	1.8944	1.5457	1.765	2.1159	2.2169	2.0276	2.6158	1.4381	1.6475	1.6982	1.7917	2.288	2.3333	2.3856	2.1083	1.7362	1.8806	1.8242	1.6422	2.131	1.894	1.754	1.9268	2.0394	2.118	1.9695	1.9451	1.3646	2.2304	1.9253	2.0236	2.161	1.8681	2.0249	2.2111	1.5634	1.8912	2.0158	1.7055	1.5628	1.0003	1.4867	2.502	1.2973	2.5598	1.5775	1.4253	1.7125	1.7361	2.2187	1.6533	2.1521	1.7027	1.8199	1.9913	1.9501	2.3492	1.9564	2.044	2.0776	1.7752	2.3787	2.8657	1.0871	1.7336	2.3084	1.7015	1.9591	2.5467	1.945	1.5893	1.8373	1.78	1.3208	1.6284	2.1303	2.0324	1.8357	2.0654	1.4827	1.7967	2.3696
hsa-miR-3912-5p	0	0	0.1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2114	0	0	0	0	0	0	0	0	0	0.1195	0.2449	0	0.1454	0	0.105	0	0	0.2563	0	0	0	0	0	0	0.5759	0	0.355	0	0	0	0	0.1171	0	0	0	0	0	0	0	0	0.4449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7918	0	0	0.1786	0	0	0	0	0.1381	0	0	0	0	0.1329	0.1461	0	0	0	0	0
hsa-miR-3913-3p	0.9379	0.6487	0.5633	0.9054	0.9788	0.8097	0.7644	0.5725	1.337	0.632	1.0058	1.1456	0.9727	0.9366	0.7821	0.5621	0.8157	0.3065	1.1905	0.5134	0.9966	0.6077	1.5703	0.8736	0.5609	1.1423	0.8056	1.5359	0.8738	0.613	1.1845	0.6625	0.8111	0.6251	0.8897	0.7489	1.0017	0.4185	0.4172	1.3646	0.9224	0.8663	1.3055	1.1847	1.0814	0.206	0.6826	0.6979	0.8271	0.8164	0.7855	1.0699	1.1702	1.1102	0.8627	0.9795	1.0011	0.7325	0.6799	0.692	0.71	0.5035	1.3033	1.1478	1.3611	0.9627	0.7486	0.732	1.3356	0.478	1.0872	1.2819	0.5036	0.8187	1.3834	0.4592	0.747	0.9916	0.575	1.0673	0.9044	0.9352	1.2669	1.021	0.874	0.7647	0.5507	0.471	1.0467	0.6402	0.4967	0.7425	0.8099	1.4975
hsa-miR-3913-5p	1.5667	1.3081	0.9674	1.0942	1.4323	0.9412	0.86	0.7501	1.337	1.07	1.1584	0.7886	1.0925	0.7918	0.5653	0.9655	0.8157	0.1096	1.5995	0.6506	1.0959	0.535	1.0758	0.502	0.6727	0.9752	0.5133	1.1987	0.5484	0.5095	1.1845	1.1904	1.4519	0.7467	0.4494	0.6629	1.2915	0.924	0.8785	1.0357	1.0051	0.991	0.7956	0.7608	1.1735	0.3862	0.9318	0.6166	0.2552	1.0698	0.5383	1.0699	1.3926	0.717	0.987	1.4333	0.7378	1.4667	0.5672	0.989	0.3983	0.9559	0.7463	1.4449	0.8354	1.0753	0.9526	1.1451	1.1623	1.3626	0.9997	0.7789	0.9404	1.2632	0.5248	0.5847	0.57	1.2127	0.7532	1.0673	1.2364	1.0187	1.0033	0.5149	0.874	0.999	0.8587	0.9746	1.6952	1.3584	0.3877	0.292	1.5541	1.5625
hsa-miR-3914	0	0	0.2523	0	0.3135	0	0	0	0	0	0	0	0	0	0	0	0	0.2114	0.1465	0	0.1918	0.4585	0	0	0.162	0	0	0.3323	0	0	0.1454	0	0	0	0	0.2563	0.1523	0	0	0.6088	0.2914	0.1141	0	0	0	0	0.2651	0.1228	0	0	0	0	0.17	0	0	0.1654	0	0	0	0	0	0.1433	0	0	0.372	0	0	0	0.1312	0	0	0	0	0	0	0	0	0	0	0.137	0	0	0	0	0.1739	0	0.3015	0	0	0	0	0	0	0
hsa-miR-3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1465	0	0.3611	0	0.4535	0	0	0	0	0	0	0	0	0	0	0	0	0.4739	0	0	0	0.479	0	0	0	0	0	0	0	0	0	0.4203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3772	0	0	0	0	0	0.1373	0	0	0	0	0	0	0	0
hsa-miR-3916	0	0.423	0	0.8365	0	0.5041	0	1.117	0.2672	0.498	0	0.1651	0.1548	0.2422	0.3102	0.1313	0.2042	0.8392	0.1465	0	0.3611	0.2922	0	0.502	0	0.3121	0.1464	0.2298	0.1276	0.398	0.8864	0.9505	0.9302	0.3462	0.3146	0.5715	0.6386	0	0.4172	0.1779	0.153	0.1141	0.3165	0.158	0.5044	0.206	0	0.1228	0	0.4203	0	0	0.17	0.4712	0.4086	0	0.2899	0	0.164	0.3175	0.2773	0.1433	0.1544	0.4908	0.4774	0	0.2266	0	0.6521	0.478	0.1699	0.4414	0.809	0.4666	0.1969	0.9066	0.3681	0	0.258	0	0.368	0.4244	0.38	0.1187	0	1.0694	0.3015	0.1329	0.1461	0.2909	0.8656	0	0.7185	0.4759
hsa-miR-3917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1675	0	0	0.1644	0.1464	0	0.2449	0	0	0	0	0.0946	0	0	0.1523	0	0	0.3363	0	0	0	0	0	0	0.3813	0.2361	0	0	0	0	0	0	0.3167	0	0	0	0	0.0862	0	0	0	0	0	0	0	0.2872	0	0	0.3218	0.2375	0	0.3272	0	0.1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3877	0	0	0
hsa-miR-3918	0	0	0.1316	0	0.1652	0	0	0	0	0	0	0	0	0	0.1634	0	0	0	0.2794	0	0	0.2922	0.3175	0	0	0	0	0.2298	0	0	0	0.1591	0	0	0	0	0	0	0	0.1779	0	0	0	0	0.6397	0	0	0.1228	0	0	0.1249	0.4504	0.17	0	0	0	0.1522	0	0.3113	0	0.3983	0	0	0	0	0.2118	0	0	0.1312	0	0	0	0.1158	0.1729	0	0	0	0	0.1348	0	0	0	0.1381	0	0.1739	0	0	0.1329	0.2788	0	0	0	0	0
hsa-miR-3919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3920	0	0	0.5633	0	0.4479	0.2232	0.302	0	0.1398	0	0.4179	0	0.1548	0	0.1634	0.3627	0.5421	0.3957	0.1465	0.1922	0.1918	0.2922	0	0.8736	0.162	0.4459	0.5133	0.1195	0.1276	0.1452	0.3986	0.6625	0.4618	0.6872	0	0.1338	1.2243	0.1534	0.4172	0.479	0.7411	0	0.1669	0.158	0.355	0.6906	0.2651	0	0.6605	0.1171	0.1249	0.1663	0	0.4712	0	0	0.6382	0.5271	0	0.1675	0	0.7916	0.1544	0	0.4774	0.2118	0.1177	0.1508	0.737	0.3356	0.8071	0.2375	0.2229	0	0.1969	0	0.747	0.4806	0.6668	0	0	0.1558	0	0.1187	0	0.1373	0	0.1329	0.1461	0	0	0.1534	0.1474	0
hsa-miR-3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4504	0	0	0.1135	0.1654	0	0	0	0	0.1453	0	0	0	0	0	0.4223	0	0	0	0	0	0	0	0	0	0	0	0.1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0921	0	0	0	0	0	0	0.0896	0	0	0	0	0	0	0	0	0
hsa-miR-3923	0.8359	0	0	0	0	0	0.1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0946	0.1659	0	0	0	0	0.1779	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0.987	0	0	0	0	0	0	0	0	0	0	0	0	0.1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4256	0	0	0	0	0	0.1528	0	0	0	0
hsa-miR-3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-3p	0.1774	0	0	0	0.1652	0	0	0.1341	0	0.1858	0	0	0	0.2422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0	0.1338	0	0	0	0	0.153	0.2198	0.1669	0	0	0	0	0	0.2552	0	0.2399	0	0	0	0.3167	0	0	0	0	0.2445	0	0	0	0	0	0	0	0	0	0	0.1699	0	0.2229	0	0.1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4003	0	0	0	0	0
hsa-miR-3925-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1644	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1779	0	0.1141	0	0	0	0	0	0	0	0.2254	0	0	0	0	0	0	0	0	0	0.0862	0.1453	0	0.1544	0	0	0	0	0	0	0	0.1699	0	0.3227	0	0	0	0.1334	0	0	0	0	0	0	0	0	0.1373	0	0	0	0	0	0	0.1474	0.4759
hsa-miR-3926	0	0.2953	0	0	0	0	0	0	0	0	0	0	0	0	0.1634	0.1313	0	0.4798	0	0	0.1918	0.4585	0.1675	0.1874	0	0.4459	0	0	0.1276	0	0.1454	0	0.2944	0.1834	0	0.3692	0	0	0	0	0.153	0.1141	0	0	0	0	0	0.6166	0.2552	0.1171	0	0.1663	0	0.4712	0	0	0	0	0.4449	0	0.2773	0	0.1544	0	0	0.2118	0.3278	0	0	0.1775	0	0	0.1158	0	0	0	0.1334	0.2602	0	0	0.1334	0.5421	0	0.2284	0.0896	0.1373	0	0.2546	0	0	0	0.1534	0	0.334
hsa-miR-3927-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1918	0	0	0	0	0	0	0	0	0	0	0.4326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3927-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3928-3p	1.8014	1.6588	0.3636	1.2612	1.671	1.3726	1.7846	1.117	1.337	1.6142	1.229	2.0111	1.1671	1.4999	0.8794	1.0342	0.8157	0.9612	1.4382	1.7135	0.7748	1.6301	1.2352	1.077	1.2059	1.1423	1.1903	2.0981	1.0125	1.3117	1.7371	1.9251	1.6029	1.6012	2.256	0.9797	1.6904	1.9276	1.5908	1.5047	1.0834	1.2624	1.9339	1.4522	1.4924	1.6547	1.4406	1.4269	1.5535	2.0456	1.6232	1.8825	1.4598	1.785	1.4429	0.7898	1.6389	1.0721	1.8191	1.3087	1.2495	1.1034	1.3033	1.6911	1.1221	1.6117	1.239	0.9937	1.2224	1.1234	1.5232	1.8095	1.5049	1.6025	1.017	1.0871	1.647	0.8405	1.7015	1.1983	1.1126	1.2438	1.727	1.5296	1.3065	1.6309	1.6284	1.0438	1.3778	1.4199	1.4028	0.924	1.5541	1.7969
hsa-miR-3928-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2516	0	0	0	0	0	0	0.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4159	0	0	0	0	0	0	0	0	0	0.2651	0	0	0	0.2399	0	0	0	0	0	0	0	0	0	0	0	0	0.1392	0	0	0	0	0.1312	0	0	0	0	0	0	0	0	0	0.1348	0.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3929	0	0	0	0	0	0	0	0.1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1312	0	0	0	0	0	0	0	0.2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3934-3p	0.1774	0	0	0	0	0	0	0	0	0	0	0	0.0795	0.3496	0	0	0	0	0	0.3617	0	0	0	0	0	0	0	0.2298	0	0.1452	0.1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1135	0	0	0	0	0	0.1453	0.3932	0	0.3829	0	0	0	0	0	0	0	0	0	0	0	0	0.2556	0	0	0	0	0	0.2641	0.2284	0	0.1373	0.3015	0	0	0	0	0	0	0
hsa-miR-3934-5p	1.2863	0.9324	1.1647	1.4574	0.8871	1.1184	1.114	0.8313	1.8661	1.6142	1.3607	1.776	0.887	1.4035	1.4217	1.5388	1.2439	1.1267	1.4382	1.3602	1.0959	1.0339	0.798	1.4139	0.6727	1.1423	1.4937	1.8442	1.4633	1.1142	1.7823	1.4586	1.37	1.6642	0.8897	1.3535	1.1538	0.8361	1.1202	1.8048	1.0834	0.579	0.8941	1.9611	1.5622	1.3418	1.544	1.4739	0.8271	2.0749	0.9295	0.9834	1.4598	0.717	1.2075	0.6847	1.4753	1.4667	1.769	1.033	1.8251	1.8934	1.3679	1.5485	1.0556	1.2771	1.3394	1.4659	1.034	1.9564	1.9538	1.1716	1.4174	0.7106	1.1177	1.5845	1.1129	1.1711	1.36	0.8454	1.456	1.6099	1.8923	1.4413	1.2686	1.5348	1.2597	1.8504	1.2543	1.6427	1.2239	0.8361	1.8407	1.03
hsa-miR-3935	0	0	0	0	0	0	0	0.1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1534	0	0
hsa-miR-3936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1313	0	0	0	0.1922	0	0	0	0	0	0.1644	0	0.1195	0	0	0	0	0	0	0	0	0.2901	0	0	0	0.153	0	0	0	0	0	0	0.1228	0	0	0	0	0	0	0	0	0	0	0.4449	0	0	0.1433	0	0	0	0	0	0.1508	0	0	0.1699	0	0	0	0.3702	0	0	0	0.1348	0	0	0	0	0	0.1739	0	0	0	0	0	0	0	0	0
hsa-miR-3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3938	0	0	0	0.3356	0	0.2232	0.1589	0.1341	0	0	0	0	0	0.2422	0.1634	0.2516	0.5421	0	0	0.3617	0	0.2012	0	0.1874	0	0.1644	0	0	0	0.2771	0	0	0	0.1834	0	0	0	0.292	0	0	0	0.4972	0	0.3004	0	0	0	0	0.2552	0.1171	0	0	0	0	0	0.4483	0.1522	0.2875	0	0	0	0.1433	0.4209	0	0	0.2118	0.1177	0	0.2515	0	0.1699	0	0	0.1729	0	0	0	0.2602	0	0	0	0.1558	0	0	0.2536	0.1373	0	0.2546	0.2788	0	0	0	0	0.4759
hsa-miR-3939	0	0	0	0	0	0	0	0.4747	0.2672	0	0.1532	0.6836	0.4219	0.2422	0	0	0	0	0	0.6506	0	0.1041	0	0	0	0	0	0	0.1276	0	0	0.1591	0	0	0.7916	0	0	0	0	0	0	0	0	0.5489	0	0	0.1386	0	0	0.4203	0	0	0.322	0	0	0	0.1522	0	0	0.2445	0	0	0	0	0.2583	0	0	0.1508	0.2515	0	0	0	0.1158	0	0	0.5847	0.828	0.1786	0	0	0.4724	0	0	0	0	0	0	0	0.1461	0	0.2696	0	0.2811	0
hsa-miR-3940-3p	0.9379	0.8439	1.3383	1.2612	1.2233	0.8097	1.0342	1.6522	1.8252	1.3286	1.1584	1.614	1.4915	1.6334	1.3557	0.7372	0.9353	0.3065	1.1214	0.5134	0.5126	1.0339	0.798	0.3532	0.6727	0.6814	2.8038	0.9634	1.0125	1.5906	0.6139	1.3307	0.9302	1.4661	0.7916	0.4739	1.1538	2.9713	1.1202	1.2095	1.1576	1.2121	1.3055	1.1093	0.983	0.8216	1.0768	1.0472	1.4551	1.4282	1.1217	0.9834	0.5851	3.6089	1.6452	0.9795	1.3549	1.0721	1.1402	1.4124	1.1838	0.9559	0.9286	2.501	2.2103	1.1797	1.1861	0.9117	2.7267	1.7472	1.9065	1.0522	1.2245	1.0132	0.3702	1.1695	1.3507	0.7302	0.7532	0.3772	1.1126	1.2438	1.2669	1.2976	1.1064	1.2005	1.1879	1.1098	0.8896	1.2268	1.0911	1.4236	1.196	0.4759
hsa-miR-3940-5p	0	0	0	0	0	0	0	0.1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1195	0	0	0	0	0	0	0	0	0	0.1534	0	0	0	0	0	0	0.1884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3941	0.3353	0	0	0	0	0	0	0	0	0	0	0	0.2263	0.543	0	0	0	0	0.1465	0.1922	0	0.1041	0.1675	0	0.162	0	0.5133	0.2298	0.1276	0.1452	0	0	0.105	0.0946	0	0.1338	0	0.292	0	0	0.153	0	0	0	0	0	0.3813	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3983	0.2736	0	0	0	0	0.1177	0.4119	0.3626	0	0	0.4414	0.1158	0.1729	0	0.4592	0.3681	0.1786	0	0.4838	0	0	0.2641	0	0.2536	0	0	0.1329	0	0	0	0	0.1474	0
hsa-miR-3942-3p	0.1774	0	0	0.2322	0	0	0.302	0	0	0	0	0.1651	0	0.2422	0	0	0.383	0.2114	0	0	0.1918	0	0	0	0	0	0	0	0.1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6397	0	0.1386	0	0	0	0	0.1663	0	0	0	0	0	0.2875	0	0	0.2773	0	0	0	0	0.2118	0	0.1508	0.1312	0.1775	0.1699	0.2375	0	0.5938	0.3702	0.1698	0	0.0921	0	0.2621	0	0	0.2641	0	0.2536	0	0	0	0	0	0.2696	0	0	0
hsa-miR-3942-5p	0	0	0.1316	0.2322	0	0	0.302	0.3699	0.1398	1.3286	0.4179	0.4475	0.7958	0	0.6778	0.2516	0	0.1096	0.5134	0	0.1918	0.1041	0	0.3532	0.162	0.6814	0.1464	0	0.9448	0.1452	0	0.4326	0.2028	0.3462	0.6863	0	0	0.292	0	0	0.6411	0	0.7956	0.6588	0.355	0	0	0	0	0.4203	0.1249	0.3153	0.5851	0.717	0.3167	0.3138	0	0	0	0	0	0	0.1544	0.4908	0.372	0.2118	0.1177	0.2872	0.1312	0.1775	0	1.0522	0.1158	0.5938	0	0.1698	0.57	0.7302	0.4769	0	0.368	0.2963	0	0.1187	0.2536	0.2627	0.1586	0.5681	0.4003	0.1528	0.4967	0.1534	0.2811	0.1766
hsa-miR-3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4535	0	0	0	0	0.1195	0	0	0	0	0	0	0	0	0	0	0	0.3363	0	0.2198	0	0	0	0	0	0	0	0	0	0	0	0.1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1312	0	0	0	0.1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4003	0.1528	0	0	0	0
hsa-miR-3944-3p	0.1774	0	0.1316	0	0.3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2776	0	0	0	0	0	0	0	0.4172	0	0	0	0	0	0.1884	0	0	0	0	0	0	0.1663	0	0	0	0	0	0	0	0	0	0	0.1544	0	0	0	0	0	0	0.1775	0	0	0	0	0	0	0.3681	0	0	0	0	0	0	0	0	0	0	0	0.1461	0.1528	0	0	0.1474	0
hsa-miR-3944-5p	0.1774	0	0.3636	0	0.1652	0.1159	0.1589	0.1341	0.2672	0.1858	0.1532	0.1651	0.1548	0.2422	0	0.2516	0.2042	0.3065	0	0.8913	0.1918	0.2012	0.692	0.1874	0	0	0	0	0	0.398	0.2776	0.3023	0.105	0.1834	0.4494	0	0.1523	0.1534	0.2237	0	0	0.3183	0	0.5489	0.5044	0	0	0	0.472	0	0.1249	0.3153	0	0	0.2187	0	0.1522	0	0	0.1675	0	0.3932	0.4209	0.3829	0	0	0	0.2872	0.1312	0.3356	0.1699	0.2375	0.1158	0	0	0	0	0	0	0	0.8277	0.2963	0.1381	0.1187	0.1739	0.2627	0	0.2546	0.4003	0.1528	0.1411	0.292	0	0
hsa-miR-3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
